"pregunta","session_id","respID","assigned_module","tiempo_seg","duracion_seg","modulo"
"rank_5","65c8034d02597029fb8cb173566ee156","1806","A",790,2,"A"
"rank_5","c3d59c00b8aeaae726419f0892137791","821","A",721,4,"A"
"rank_5","fe0a82c9f482f181091877895bee0721","98","A",652,1,"A"
"ranking_politicas_carreteras","65c8034d02597029fb8cb173566ee156","1806","A",748,-2,"A"
"ranking_politicas_cuidado_ninos","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1349,-7,"A"
"ranking_politicas_cuidado_ninos","587ea63e15d02cdc5d5b7cf32863468f","945","A",587,-3,"A"
"ranking_politicas_cuidado_ninos","65c8034d02597029fb8cb173566ee156","1806","A",750,5,"A"
"ranking_politicas_cuidado_ninos","fe0a82c9f482f181091877895bee0721","98","A",631,2,"A"
"ranking_politicas_educacion","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1343,92,"A"
"ranking_politicas_educacion","587ea63e15d02cdc5d5b7cf32863468f","945","A",571,37,"A"
"ranking_politicas_educacion","65c8034d02597029fb8cb173566ee156","1806","A",743,76,"A"
"ranking_politicas_educacion","c3d59c00b8aeaae726419f0892137791","821","A",663,82,"A"
"ranking_politicas_educacion","fe0a82c9f482f181091877895bee0721","98","A",456,30,"A"
"ranking_politicas_pensiones","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1356,2,"A"
"ranking_politicas_pensiones","587ea63e15d02cdc5d5b7cf32863468f","945","A",590,22,"A"
"ranking_politicas_pensiones","65c8034d02597029fb8cb173566ee156","1806","A",745,2,"A"
"ranking_politicas_pensiones","c3d59c00b8aeaae726419f0892137791","821","A",666,5,"A"
"ranking_politicas_pensiones","fe0a82c9f482f181091877895bee0721","98","A",629,170,"A"
"ranking_politicas_salud","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1354,11,"A"
"ranking_politicas_salud","587ea63e15d02cdc5d5b7cf32863468f","945","A",568,-3,"A"
"ranking_politicas_salud","65c8034d02597029fb8cb173566ee156","1806","A",743,0,"A"
"ranking_politicas_salud","c3d59c00b8aeaae726419f0892137791","821","A",661,-2,"A"
"ranking_politicas_salud","fe0a82c9f482f181091877895bee0721","98","A",459,3,"A"
"reciproc_1","7b7b0ed285d09470388cd290d8412d86","1444","C",942,26,"C"
"reciproc_1","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",356,20,"C"
"reciproc_1","8b36e349b41b3f2124b8a400b1a86c73","427","C",1100,33,"C"
"reciproc_1","d4016b359cf452bb9803d995573faa55","1366","C",1164,19,"C"
"reciproc_2","7b7b0ed285d09470388cd290d8412d86","1444","C",1000,58,"C"
"reciproc_2","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",370,14,"C"
"reciproc_2","8b36e349b41b3f2124b8a400b1a86c73","427","C",1128,28,"C"
"reciproc_2","d4016b359cf452bb9803d995573faa55","1366","C",1440,276,"C"
"reciproc_3","7b7b0ed285d09470388cd290d8412d86","1444","C",1007,7,"C"
"reciproc_3","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",424,54,"C"
"reciproc_3","8b36e349b41b3f2124b8a400b1a86c73","427","C",1138,10,"C"
"reciproc_3","d4016b359cf452bb9803d995573faa55","1366","C",1456,16,"C"
"ref_1","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1215,21,"A"
"ref_1","587ea63e15d02cdc5d5b7cf32863468f","945","A",511,14,"A"
"ref_1","65c8034d02597029fb8cb173566ee156","1806","A",634,11,"A"
"ref_1","c3d59c00b8aeaae726419f0892137791","821","A",495,31,"A"
"ref_1","fe0a82c9f482f181091877895bee0721","98","A",412,16,"A"
"ref_2","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1219,4,"A"
"ref_2","587ea63e15d02cdc5d5b7cf32863468f","945","A",516,5,"A"
"ref_2","65c8034d02597029fb8cb173566ee156","1806","A",644,10,"A"
"ref_2","c3d59c00b8aeaae726419f0892137791","821","A",567,72,"A"
"ref_2","fe0a82c9f482f181091877895bee0721","98","A",421,9,"A"
"ref_3","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1226,7,"A"
"ref_3","587ea63e15d02cdc5d5b7cf32863468f","945","A",523,7,"A"
"ref_3","65c8034d02597029fb8cb173566ee156","1806","A",650,6,"A"
"ref_3","c3d59c00b8aeaae726419f0892137791","821","A",562,-5,"A"
"ref_3","fe0a82c9f482f181091877895bee0721","98","A",421,0,"A"
"respondent","184c65d28b5fb5b7598a47fd38a2c28c","817","A",30,7,"Todos"
"respondent","587ea63e15d02cdc5d5b7cf32863468f","945","A",50,15,"Todos"
"respondent","5b57a0239c6a2f0818c225f70c64de20","107","B",13,5,"Todos"
"respondent","65c8034d02597029fb8cb173566ee156","1806","A",49,15,"Todos"
"respondent","78413d19dbb7f6391eb539df32d89434","1803","B",49,14,"Todos"
"respondent","7b7b0ed285d09470388cd290d8412d86","1444","C",69,26,"Todos"
"respondent","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",29,10,"Todos"
"respondent","8b36e349b41b3f2124b8a400b1a86c73","427","C",61,18,"Todos"
"respondent","c3d59c00b8aeaae726419f0892137791","821","A",60,16,"Todos"
"respondent","d4016b359cf452bb9803d995573faa55","1366","C",47,8,"Todos"
"respondent","ef0c502372f31a492b927f5d155be93b","1632","B",56,15,"Todos"
"respondent","fe0a82c9f482f181091877895bee0721","98","A",29,9,"Todos"
"salud_prov","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1565,12,"Todos"
"salud_prov","587ea63e15d02cdc5d5b7cf32863468f","945","A",935,4,"Todos"
"salud_prov","5b57a0239c6a2f0818c225f70c64de20","107","B",534,2,"Todos"
"salud_prov","65c8034d02597029fb8cb173566ee156","1806","A",1013,-65,"Todos"
"salud_prov","78413d19dbb7f6391eb539df32d89434","1803","B",900,2,"Todos"
"salud_prov","7b7b0ed285d09470388cd290d8412d86","1444","C",1335,3,"Todos"
"salud_prov","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",724,4,"Todos"
"salud_prov","8b36e349b41b3f2124b8a400b1a86c73","427","C",1509,4,"Todos"
"salud_prov","c3d59c00b8aeaae726419f0892137791","821","A",882,3,"Todos"
"salud_prov","d4016b359cf452bb9803d995573faa55","1366","C",1987,3,"Todos"
"salud_prov","ef0c502372f31a492b927f5d155be93b","1632","B",1080,14,"Todos"
"salud_prov","fe0a82c9f482f181091877895bee0721","98","A",805,8,"Todos"
"sexo","184c65d28b5fb5b7598a47fd38a2c28c","817","A",34,4,"Todos"
"sexo","587ea63e15d02cdc5d5b7cf32863468f","945","A",52,2,"Todos"
"sexo","5b57a0239c6a2f0818c225f70c64de20","107","B",14,1,"Todos"
"sexo","65c8034d02597029fb8cb173566ee156","1806","A",51,2,"Todos"
"sexo","78413d19dbb7f6391eb539df32d89434","1803","B",51,2,"Todos"
"sexo","7b7b0ed285d09470388cd290d8412d86","1444","C",71,2,"Todos"
"sexo","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",30,1,"Todos"
"sexo","8b36e349b41b3f2124b8a400b1a86c73","427","C",64,3,"Todos"
"sexo","c3d59c00b8aeaae726419f0892137791","821","A",62,2,"Todos"
"sexo","d4016b359cf452bb9803d995573faa55","1366","C",50,3,"Todos"
"sexo","ef0c502372f31a492b927f5d155be93b","1632","B",58,2,"Todos"
"sexo","fe0a82c9f482f181091877895bee0721","98","A",30,1,"Todos"
"valor_1","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1468,15,"A"
"valor_1","587ea63e15d02cdc5d5b7cf32863468f","945","A",841,65,"A"
"valor_1","65c8034d02597029fb8cb173566ee156","1806","A",913,57,"A"
"valor_1","c3d59c00b8aeaae726419f0892137791","821","A",784,15,"A"
"valor_1","fe0a82c9f482f181091877895bee0721","98","A",763,65,"A"
"valor_2","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1483,15,"A"
"valor_2","587ea63e15d02cdc5d5b7cf32863468f","945","A",824,-17,"A"
"valor_2","65c8034d02597029fb8cb173566ee156","1806","A",911,-2,"A"
"valor_2","c3d59c00b8aeaae726419f0892137791","821","A",793,9,"A"
"valor_2","fe0a82c9f482f181091877895bee0721","98","A",760,-3,"A"
"valor_3","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1496,13,"A"
"valor_3","587ea63e15d02cdc5d5b7cf32863468f","945","A",854,30,"A"
"valor_3","65c8034d02597029fb8cb173566ee156","1806","A",933,22,"A"
"valor_3","c3d59c00b8aeaae726419f0892137791","821","A",843,50,"A"
"valor_3","fe0a82c9f482f181091877895bee0721","98","A",772,12,"A"
"valor_4","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1507,11,"A"
"valor_4","587ea63e15d02cdc5d5b7cf32863468f","945","A",861,7,"A"
"valor_4","65c8034d02597029fb8cb173566ee156","1806","A",948,15,"A"
"valor_4","c3d59c00b8aeaae726419f0892137791","821","A",840,-3,"A"
"valor_4","fe0a82c9f482f181091877895bee0721","98","A",781,9,"A"
"valor_5","184c65d28b5fb5b7598a47fd38a2c28c","817","A",1533,26,"A"
"valor_5","587ea63e15d02cdc5d5b7cf32863468f","945","A",876,15,"A"
"valor_5","65c8034d02597029fb8cb173566ee156","1806","A",959,11,"A"
"valor_5","c3d59c00b8aeaae726419f0892137791","821","A",853,13,"A"
"valor_5","fe0a82c9f482f181091877895bee0721","98","A",788,7,"A"
"year_of_birth","184c65d28b5fb5b7598a47fd38a2c28c","817","A",39,5,"Todos"
"year_of_birth","587ea63e15d02cdc5d5b7cf32863468f","945","A",94,42,"Todos"
"year_of_birth","5b57a0239c6a2f0818c225f70c64de20","107","B",24,10,"Todos"
"year_of_birth","65c8034d02597029fb8cb173566ee156","1806","A",58,7,"Todos"
"year_of_birth","78413d19dbb7f6391eb539df32d89434","1803","B",72,21,"Todos"
"year_of_birth","7b7b0ed285d09470388cd290d8412d86","1444","C",85,14,"Todos"
"year_of_birth","7c2d74be26d58128fdc7a8af7b4ffce7","59","C",36,6,"Todos"
"year_of_birth","8b36e349b41b3f2124b8a400b1a86c73","427","C",72,8,"Todos"
"year_of_birth","c3d59c00b8aeaae726419f0892137791","821","A",69,7,"Todos"
"year_of_birth","d4016b359cf452bb9803d995573faa55","1366","C",63,13,"Todos"
"year_of_birth","ef0c502372f31a492b927f5d155be93b","1632","B",79,21,"Todos"
"year_of_birth","fe0a82c9f482f181091877895bee0721","98","A",35,5,"Todos"
